Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Load.LOAD S28A,    6.20967,   -58.97,    6.20967,  -177.82,    6.20967,    62.01,   0.116005,    39.21,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S29A,    18.4227,   -58.99,    18.4227,   121.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S2B,    9.16524,  -176.95,    9.16524,     3.05,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S30C,    18.8722,    61.98,    18.8722,  -118.02,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S31C,     9.3218,    61.99,     9.3218,  -118.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S32C,    18.6273,    61.97,    18.6273,  -118.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S33A,    18.6428,   -58.99,    18.6428,   121.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S34C,    18.6485,    62.24,    18.6485,  -117.76,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S35A,    10.8577,   -28.09,    10.8577,   151.91,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S37A,    18.3538,   -58.95,    18.3538,   121.05,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S38B,     9.3214,  -177.98,     9.3214,     2.02,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S39B,    9.28146,  -177.99,    9.28146,     2.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S41C,    9.41118,    62.01,    9.41118,  -117.99,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S42A,    9.48303,   -58.98,    9.48303,   121.02,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S43B,    18.6952,  -178.08,    18.6952,     1.92,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S45A,     9.3214,   -59.02,     9.3214,   120.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S46A,    9.50267,   -59.03,    9.50267,   120.97,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S47,    17.9024,   -67.92,    17.9024,   172.99,    17.9024,    53.01,   0.288112,    21.32,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S48,    35.0811,   -67.93,    35.8555,   172.98,     35.346,    53.00,    1.13871,    -4.99,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S49A,    18.2715,   -67.93,    18.2715,   112.07,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S49B,    35.7646,   172.98,    35.7646,    -7.02,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S49C,     17.008,    58.73,     17.008,  -121.27,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S4C,    18.3783,    62.94,    18.3783,  -117.06,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S50C,     18.879,    61.87,     18.879,  -118.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S51A,    9.50829,   -59.06,    9.50829,   120.94,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S52A,    18.8342,   -58.80,    18.8342,   121.20,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S53A,    18.8891,   -58.98,    18.8891,   121.02,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S55A,    9.18272,   -59.08,    9.18272,   120.92,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S56B,    9.20396,  -178.11,    9.20396,     1.89,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S58B,     9.3214,  -178.32,     9.3214,     1.68,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S59B,    9.23218,  -178.32,    9.23218,     1.68,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S5C,     9.3214,    62.93,     9.3214,  -117.07,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S60A,    9.55999,   -60.07,    9.55999,   119.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S62C,    18.4006,    61.22,    18.4006,  -118.78,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S63A,    19.1448,   -60.06,    19.1448,   119.94,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S64B,    34.4923,  -177.07,    34.4923,     2.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S65A,    10.1262,   -37.71,    10.1262,   142.29,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S65B,    10.2521,  -157.96,    10.2521,    22.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S65C,     20.303,   -98.45,     20.303,    81.55,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S66C,     35.224,    62.76,     35.224,  -117.24,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S69A,     17.981,   -60.37,     17.981,   119.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S6C,    18.8845,    62.91,    18.8845,  -117.09,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S70A,    9.00111,   -60.40,    9.00111,   119.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S71A,    18.0144,   -60.41,    18.0144,   119.59,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S73C,    18.1304,    60.98,    18.1304,  -119.02,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S74C,    19.1356,    60.94,    19.1356,  -119.06,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S75C,    18.1808,    60.92,    18.1808,  -119.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S76B,    20.6719,  -158.14,    20.6719,    21.86,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S77B,    17.8485,  -179.18,    17.8485,     0.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S79A,    19.4074,   -60.55,    19.4074,   119.45,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S7A,    9.22772,   -57.70,    9.22772,   122.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S80B,    17.8098,  -179.28,    17.8098,     0.72,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S82A,    17.8481,   -60.64,    17.8481,   119.36,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S83C,     8.9951,    60.72,     8.9951,  -119.28,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S84C,    9.01616,    60.78,    9.01616,  -119.22,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S86B,    8.94628,  -179.23,    8.94628,     0.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S87B,    17.9008,  -179.31,    17.9008,     0.69,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S88A,    17.9443,   -60.56,    17.9443,   119.44,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S90B,    18.6428,  -179.39,    18.6428,     0.61,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S92C,    18.0431,    60.86,    18.0431,  -119.14,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S94A,     17.971,   -60.55,     17.971,   119.45,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S95B,    8.95428,  -179.37,    8.95428,     0.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S98A,    17.9463,   -60.37,    17.9463,   119.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S99B,    17.8848,  -178.93,    17.8848,     1.07,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S9A,    18.5923,   -58.03,    18.5923,   121.97,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
